,O_Create Offer,O_Created,O_Sent (online only),O_Cancelled,O_Sent (mail and online),O_Returned,O_Accepted,O_Refused
Offer_1903104052,1,1,0,0,1,1,1,0
Offer_1112194082,1,1,0,0,1,1,1,0
Offer_1470655434,1,1,0,0,1,1,1,0
Offer_1541946591,1,1,0,0,1,1,1,0
Offer_1899930798,1,1,0,1,1,1,1,1
Offer_387861897,1,1,0,1,1,1,1,1
Offer_611275106,1,1,0,1,1,1,1,1
Offer_693476980,1,1,0,1,1,1,1,1
Offer_2102634725,1,1,0,1,1,1,1,1
Offer_1970548465,1,1,0,1,1,1,1,1
Offer_1472760273,1,1,0,1,1,1,1,1
Offer_1822552847,1,1,0,1,1,1,1,1
Offer_1397160458,1,1,0,1,1,1,0,1
Offer_533108168,1,1,0,1,1,1,0,1
Offer_748035870,1,1,0,1,1,1,0,1
Offer_115424143,1,1,0,1,1,1,1,1
Offer_391125247,1,1,0,1,1,1,1,1
Offer_75002023,1,1,0,1,1,1,1,1
Offer_821371381,1,1,0,1,1,1,1,1
Offer_497456477,1,1,0,1,1,1,1,1
Offer_389095623,1,1,0,1,1,1,1,1
Offer_1117981741,1,1,0,1,1,1,1,1
Offer_770023294,1,1,0,1,1,1,1,1
Offer_1625146137,1,1,0,1,1,1,1,1
Offer_1405751767,1,1,0,1,1,1,1,1
Offer_1190827544,1,1,0,1,1,1,1,1
Offer_771302291,1,1,0,1,1,1,1,1
Offer_421816413,1,1,0,1,1,1,1,1
Offer_105595564,1,1,0,1,1,1,1,1
Offer_52685972,1,1,0,1,1,1,1,1
Offer_376755257,1,1,0,1,1,1,1,1
Offer_768688332,1,1,0,1,1,1,1,1
Offer_380057933,1,1,0,1,1,1,1,1
Offer_594889721,1,1,0,1,1,1,1,1
Offer_742439733,1,1,0,0,1,1,1,0
Offer_957035421,1,1,0,0,1,1,1,0
Offer_1678064600,1,1,0,0,1,1,1,0
Offer_1960395450,1,1,0,0,1,1,1,0
Offer_2040263451,1,1,0,0,1,1,1,0
Offer_1856742224,1,1,0,0,1,1,1,0
Offer_321001250,1,1,0,0,1,1,1,0
Offer_131457674,1,1,0,0,1,1,1,0
Offer_414028898,1,1,0,0,1,1,1,0
Offer_199634802,1,1,0,0,1,1,1,0
Offer_559232823,1,1,0,0,1,1,1,0
Offer_1355505543,1,1,0,0,1,1,1,0
Offer_1275357582,1,1,0,0,1,1,1,0
Offer_2069800110,1,1,0,0,1,1,1,0
Offer_1128683031,1,1,0,1,1,1,1,1
Offer_1318668992,1,1,0,1,1,1,1,1
Offer_1844553031,1,1,0,1,1,1,1,1
Offer_2034233550,1,1,0,1,1,1,1,1
Offer_1786214411,1,1,0,0,1,1,1,0
Offer_1394354424,1,1,0,0,1,1,1,0
Offer_1339515610,1,1,0,0,1,1,1,0
Offer_1083037171,1,1,0,0,1,1,1,0
Offer_24138247,1,1,0,0,1,1,1,0
Offer_325535571,1,1,0,0,1,1,1,0
Offer_1753835113,1,1,0,0,1,1,1,0
Offer_1968614161,1,1,0,0,1,1,1,0
Offer_1407962198,1,1,0,0,1,1,1,0
Offer_1477946730,1,1,0,0,1,1,1,0
Offer_1397616922,1,1,0,0,1,1,1,0
Offer_2126514503,1,1,0,0,1,1,1,0
Offer_1754388581,1,1,0,0,1,1,1,0
Offer_1944052873,1,1,0,0,1,1,1,0
Offer_1324717742,1,1,0,0,1,1,1,0
Offer_1514152844,1,1,0,1,1,1,1,1
Offer_892936082,1,1,0,1,1,1,1,1
Offer_107317500,1,1,0,1,1,1,1,1
Offer_446279459,1,1,0,1,1,1,1,1
Offer_1062197438,1,1,0,1,1,1,1,1
Offer_1376904148,1,1,0,1,1,1,1,1
Offer_1591630940,1,1,0,1,1,1,1,1
Offer_2042258754,1,1,0,1,1,1,1,1
Offer_167615663,1,1,0,1,1,1,1,1
Offer_517017261,1,1,0,1,1,1,1,1
Offer_799311710,1,1,0,1,1,1,1,1
Offer_392679100,1,1,0,1,1,1,1,1
Offer_204975540,1,1,0,1,1,1,1,1
Offer_836054850,1,1,0,0,1,1,1,0
Offer_484557675,1,1,0,0,1,1,1,0
Offer_336957615,1,1,0,0,1,1,1,0
Offer_121919171,1,1,0,0,1,1,1,0
Offer_1996633450,1,1,0,0,1,1,1,0
Offer_307608148,1,1,0,0,1,1,1,0
Offer_8316784,1,1,0,0,1,1,1,0
Offer_2017762194,1,1,0,0,1,1,1,0
Offer_1836817686,1,1,0,0,1,1,1,0
Offer_1065493041,1,1,0,0,1,1,1,0
Offer_1493412760,1,1,0,0,1,1,1,0
Offer_2085275779,1,1,0,0,1,1,1,0
Offer_1138974981,1,1,0,0,1,1,1,0
Offer_1454825398,1,1,0,0,1,1,1,0
Offer_1855071419,1,1,0,0,1,1,1,0
Offer_2123567425,1,1,0,1,1,1,1,1
Offer_380077638,1,1,0,1,1,1,1,1
Offer_628669479,1,1,0,1,1,1,1,1
Offer_1097123576,1,1,0,1,1,1,1,1
Offer_946819600,1,1,0,0,1,1,1,0
Offer_1033138480,1,1,0,0,1,1,1,0
Offer_1391136592,1,1,0,0,1,1,1,0
Offer_1783365472,1,1,0,0,1,1,1,0
Offer_2099488155,1,1,0,0,1,1,1,0
Offer_1389086725,1,1,0,0,1,1,1,0
Offer_559178676,1,1,0,0,1,1,1,0
Offer_1026447360,1,1,0,0,1,1,1,0
Offer_196568603,1,1,0,0,1,1,1,0
Offer_416922372,1,1,0,0,1,1,1,0
Offer_58932750,1,1,0,0,1,1,1,0
Offer_1133337719,1,1,0,0,1,1,1,0
Offer_775168153,1,1,0,0,1,1,1,0
Offer_879877441,1,1,0,0,1,1,1,0
Offer_42104690,1,1,0,0,1,1,1,0
Offer_434023687,1,1,0,0,1,1,1,0
Offer_1803172024,1,1,0,0,1,1,1,0
Offer_1428179323,1,1,0,0,1,1,1,0
Offer_1049828543,1,1,0,0,1,1,1,0
Offer_700230471,1,1,0,0,1,1,1,0
Offer_130836581,1,1,0,0,1,1,1,0
Offer_16407099,1,1,0,0,1,1,1,0
Offer_518009755,1,1,0,0,1,1,1,0
Offer_665272116,1,1,0,0,1,1,1,0
Offer_379585328,1,1,0,0,1,1,1,0
Offer_52052208,1,1,0,0,1,1,1,0
Offer_1011589492,1,1,0,0,1,1,1,0
Offer_695572253,1,1,0,0,1,1,1,0
Offer_1134667182,1,1,0,0,1,1,1,0
Offer_1956235276,1,1,0,0,1,1,1,0
Offer_1783200415,1,1,0,0,1,1,1,0
Offer_2132373648,1,1,0,0,1,1,1,0
Offer_885558038,1,1,0,0,1,1,1,0
Offer_704362838,1,1,0,0,1,1,1,0
Offer_439022187,1,1,0,0,1,1,1,0
Offer_123134032,1,1,0,0,1,1,1,0
Offer_512873141,1,1,0,0,1,1,1,0
Offer_762423399,1,1,0,0,1,1,1,0
Offer_960311821,1,1,0,0,1,1,1,0
Offer_1208752570,1,1,0,0,1,1,1,0
Offer_1100802011,1,1,0,1,1,1,1,1
Offer_1458924130,1,1,0,1,1,1,1,1
Offer_1733675757,1,1,0,1,1,1,1,1
Offer_2092708063,1,1,0,1,1,1,1,1
Offer_1943252557,1,1,0,1,1,1,1,1
Offer_1635285003,1,1,0,1,1,1,1,1
Offer_1386735675,1,1,0,1,1,1,1,1
Offer_516589727,1,1,0,1,1,1,1,1
Offer_946033249,1,1,0,1,1,1,1,1
Offer_596206952,1,1,0,1,1,1,0,1
Offer_1376329286,1,1,0,1,1,1,0,1
Offer_2025984461,1,1,0,1,1,1,0,1
Offer_1717651620,1,1,0,0,1,1,1,0
Offer_1946191538,1,1,0,0,1,1,1,0
Offer_1731349766,1,1,0,0,1,1,1,0
Offer_1649367314,1,1,0,0,1,1,1,0
Offer_1864123346,1,1,0,0,1,1,1,0
Offer_1488841896,1,1,0,1,1,1,1,1
Offer_692593251,1,1,0,1,1,1,1,1
Offer_790233458,1,1,0,1,1,1,1,1
Offer_128804878,1,1,0,1,1,1,1,1
Offer_832041375,1,1,0,0,1,1,1,0
Offer_1021681026,1,1,0,0,1,1,1,0
Offer_1722830439,1,1,0,0,1,1,1,0
Offer_1938577920,1,1,0,0,1,1,1,0
Offer_1653360886,1,1,0,0,1,1,1,0
Offer_767003651,1,1,0,1,1,1,0,1
Offer_863807534,1,1,0,1,1,1,0,1
Offer_1145778995,1,1,0,1,1,1,0,1
Offer_954664494,1,1,0,0,1,1,1,0
Offer_761614292,1,1,0,0,1,1,1,0
Offer_1334090954,1,1,0,0,1,1,1,0
Offer_1144412111,1,1,0,0,1,1,1,0
Offer_447277804,1,1,0,0,1,1,1,0
Offer_239260958,1,1,0,0,1,1,1,0
Offer_201352773,1,1,0,0,1,1,1,0
Offer_1130618261,1,1,0,0,1,1,1,0
Offer_870501517,1,1,0,0,1,1,1,0
Offer_554165451,1,1,0,0,1,1,1,0
Offer_1967116263,1,1,0,1,1,1,1,1
Offer_2146677788,1,1,0,1,1,1,1,1
Offer_1628697046,1,1,0,1,1,1,1,1
Offer_911185722,1,1,0,1,1,1,1,1
Offer_957822808,1,1,0,1,1,1,1,1
Offer_1341286413,1,1,0,1,1,1,1,1
Offer_446023657,1,1,0,1,1,1,1,1
Offer_222922007,1,1,0,1,1,1,1,1
Offer_202705142,1,1,0,1,1,1,1,1
Offer_426048672,1,1,0,0,1,1,1,0
Offer_1305214024,1,1,0,0,1,1,1,0
Offer_1014858716,1,1,0,0,1,1,1,0
Offer_656522691,1,1,0,0,1,1,1,0
Offer_1254426328,1,1,0,0,1,1,1,0
Offer_1633633437,1,1,0,1,1,1,1,1
Offer_1983295727,1,1,0,1,1,1,1,1
Offer_952915329,1,1,0,1,1,1,1,1
Offer_1382951230,1,1,0,1,1,1,1,1
Offer_340661226,1,1,0,1,1,1,1,1
Offer_447155173,1,1,0,1,1,1,1,1
Offer_161577746,1,1,0,1,1,1,1,1
Offer_19120696,1,1,0,1,1,1,1,1
Offer_1479192216,1,1,0,0,1,1,1,0
Offer_556250485,1,1,0,0,1,1,1,0
Offer_779615528,1,1,0,0,1,1,1,0
Offer_2146192876,1,1,0,0,1,1,1,0
Offer_846315624,1,1,0,0,1,1,1,0
Offer_1162376750,1,1,0,0,1,1,1,0
Offer_197925858,1,1,0,0,1,1,1,0
Offer_378899392,1,1,0,0,1,1,1,0
Offer_88403231,1,1,0,0,1,1,1,0
Offer_848738335,1,1,0,0,1,1,1,0
Offer_1004722883,1,1,0,1,1,1,1,1
Offer_939135540,1,1,0,1,1,1,1,1
Offer_623225613,1,1,0,1,1,1,1,1
Offer_1318347653,1,1,0,1,1,1,1,1
Offer_1002236598,1,1,0,1,1,1,1,1
Offer_1696875101,1,1,0,1,1,1,1,1
Offer_1768081189,1,1,0,1,1,1,1,1
Offer_2076381863,1,1,0,1,1,1,1,1
Offer_1272911608,1,1,0,1,1,1,1,1
Offer_22350681,1,1,0,1,1,1,1,1
Offer_293730658,1,1,0,1,1,1,1,1
Offer_140434125,1,1,0,1,1,1,1,1
Offer_217739178,1,1,0,0,1,1,1,0
Offer_537578988,1,1,0,0,1,1,1,0
Offer_786053778,1,1,0,0,1,1,1,0
Offer_1291618730,1,1,0,0,1,1,1,0
Offer_1447610556,1,1,0,0,1,1,1,0
Offer_1700556393,1,1,0,1,1,1,1,1
Offer_2079464608,1,1,0,1,1,1,1,1
Offer_1857468003,1,1,0,1,1,1,1,1
Offer_1315500400,1,1,0,1,1,1,1,1
Offer_1159699927,1,1,0,0,1,1,1,0
Offer_666885710,1,1,0,0,1,1,1,0
Offer_376278391,1,1,0,0,1,1,1,0
Offer_473828077,1,1,0,0,1,1,1,0
Offer_292483638,1,1,0,0,1,1,1,0
Offer_1257104233,1,1,0,0,1,1,1,0
Offer_941093044,1,1,0,0,1,1,1,0
Offer_1366980139,1,1,0,0,1,1,1,0
Offer_1982048250,1,1,0,0,1,1,1,0
Offer_1861970760,1,1,0,0,1,1,1,0
Offer_1602973728,1,1,0,1,1,1,1,1
Offer_1947213186,1,1,0,1,1,1,1,1
Offer_1926187560,1,1,0,1,1,1,1,1
Offer_872855617,1,1,0,1,1,1,1,1
Offer_716966369,1,1,0,1,1,1,1,1
Offer_493603605,1,1,0,1,1,1,1,1
Offer_182721941,1,1,0,1,1,1,1,1
Offer_788992769,1,1,0,1,1,1,1,1
Offer_1011935813,1,1,0,0,1,1,1,0
Offer_1932496998,1,1,0,0,1,1,1,0
Offer_1574267147,1,1,0,0,1,1,1,0
Offer_2092529573,1,1,0,0,1,1,1,0
Offer_723067687,1,1,0,0,1,1,1,0
Offer_1422459863,1,1,0,1,1,1,1,1
Offer_907545287,1,1,0,1,1,1,1,1
Offer_1223421764,1,1,0,1,1,1,1,1
Offer_531546110,1,1,0,1,1,1,1,1
Offer_847816771,1,1,0,1,1,1,1,1
Offer_502400052,1,1,0,1,1,1,1,1
Offer_285233854,1,1,0,1,1,1,1,1
Offer_72501785,1,1,0,1,1,1,1,1
Offer_1441589464,1,1,0,1,1,1,1,1
Offer_2127182759,1,1,0,1,1,1,1,1
Offer_1986682904,1,1,0,1,1,1,1,1
Offer_535078654,1,1,0,1,1,1,1,1
Offer_851076371,1,1,1,0,1,1,0,0
Offer_1234691488,1,1,1,0,1,1,0,0
Offer_941007473,1,1,1,0,1,1,0,0
Offer_1298850679,1,1,1,0,1,1,0,0
Offer_1589366262,1,1,0,0,1,1,1,0
Offer_472850229,1,1,0,0,1,1,1,0
Offer_283376703,1,1,0,0,1,1,1,0
Offer_43182423,1,1,0,0,1,1,1,0
Offer_146408156,1,1,0,0,1,1,1,0
Offer_1360818737,1,1,0,0,1,1,1,0
Offer_977536855,1,1,0,0,1,1,1,0
Offer_931456692,1,1,0,0,1,1,1,0
Offer_1608715656,1,1,0,0,1,1,1,0
Offer_1652432654,1,1,0,1,1,1,1,1
Offer_1437620543,1,1,0,1,1,1,1,1
Offer_1269157562,1,1,0,1,1,1,1,1
Offer_1079115125,1,1,0,1,1,1,1,1
Offer_1377685007,1,1,0,1,1,1,1,1
Offer_42353818,1,1,0,1,1,1,0,1
Offer_4534271,1,1,0,1,1,1,0,1
Offer_691792059,1,1,0,1,1,1,0,1
Offer_135333296,1,1,0,1,1,1,1,1
Offer_512632744,1,1,0,1,1,1,1,1
Offer_727417722,1,1,0,1,1,1,1,1
Offer_860255210,1,1,0,1,1,1,1,1
Offer_578122945,1,1,0,1,1,1,1,1
Offer_481217395,1,1,0,1,1,1,1,1
Offer_1939443287,1,1,0,1,1,1,1,1
Offer_804400981,1,1,0,1,1,1,1,1
Offer_1154367786,1,1,0,0,1,1,1,0
Offer_509756242,1,1,0,0,1,1,1,0
Offer_724567975,1,1,0,0,1,1,1,0
Offer_79844783,1,1,0,0,1,1,1,0
Offer_584962768,1,1,0,0,1,1,1,0
Offer_1280771584,1,1,0,0,1,1,1,0
Offer_899128851,1,1,0,0,1,1,1,0
Offer_1088868384,1,1,0,0,1,1,1,0
Offer_519924470,1,1,0,0,1,1,1,0
Offer_709507446,1,1,1,1,1,1,0,1
Offer_2132750532,1,1,1,1,1,1,0,1
Offer_1476353750,1,1,1,1,1,1,0,1
Offer_1783053773,1,1,1,1,1,1,0,1
Offer_1580800188,1,1,0,1,1,1,1,1
Offer_283370914,1,1,0,1,1,1,1,1
Offer_523671107,1,1,0,1,1,1,1,1
Offer_1222085087,1,1,0,1,1,1,1,1
Offer_1479127147,1,1,0,1,1,1,1,1
Offer_1786726323,1,1,0,1,1,1,1,1
Offer_2116356879,1,1,0,1,1,1,1,1
Offer_1658507537,1,1,0,1,1,1,1,1
Offer_1442647598,1,1,0,0,1,1,1,0
Offer_1926416667,1,1,0,0,1,1,1,0
Offer_1378666539,1,1,0,0,1,1,1,0
Offer_1130021645,1,1,0,0,1,1,1,0
Offer_931938529,1,1,0,0,1,1,1,0
Offer_1400192593,1,1,0,1,1,1,1,1
Offer_1648632966,1,1,0,1,1,1,1,1
Offer_953385720,1,1,0,1,1,1,1,1
Offer_1201950548,1,1,0,1,1,1,1,1
Offer_405486965,1,1,0,0,1,1,1,0
Offer_182337976,1,1,0,0,1,1,1,0
Offer_309725090,1,1,0,0,1,1,1,0
Offer_532933480,1,1,0,0,1,1,1,0
Offer_164614533,1,1,0,0,1,1,1,0
Offer_218782287,1,1,0,0,1,1,1,0
Offer_745952354,1,1,0,0,1,1,1,0
Offer_497476841,1,1,0,0,1,1,1,0
Offer_1429977079,1,1,0,0,1,1,1,0
Offer_1248768908,1,1,0,0,1,1,1,0
Offer_2010041278,1,1,0,1,1,1,1,1
Offer_1695312902,1,1,0,1,1,1,1,1
Offer_170501608,1,1,0,1,1,1,1,1
Offer_753068891,1,1,0,1,1,1,1,1
Offer_191884409,1,1,0,1,1,1,0,1
Offer_503094793,1,1,0,1,1,1,0,1
Offer_1252493050,1,1,0,1,1,1,0,1
Offer_1071193762,1,1,0,0,1,1,1,0
Offer_889838345,1,1,0,0,1,1,1,0
Offer_1462579802,1,1,0,0,1,1,1,0
Offer_674741295,1,1,0,0,1,1,1,0
Offer_2044022594,1,1,0,0,1,1,1,0
Offer_1391097306,1,1,0,1,1,1,1,1
Offer_1615051566,1,1,0,1,1,1,1,1
Offer_1526517419,1,1,0,1,1,1,1,1
Offer_1168620576,1,1,0,1,1,1,1,1
Offer_1466388361,1,1,0,1,1,1,1,1
Offer_400161589,1,1,0,1,1,1,1,1
Offer_1105303488,1,1,0,1,1,1,1,1
Offer_1396077584,1,1,0,1,1,1,1,1
Offer_1834831337,1,1,0,0,1,1,1,0
Offer_1611508385,1,1,0,0,1,1,1,0
Offer_1828596528,1,1,0,0,1,1,1,0
Offer_2051513242,1,1,0,0,1,1,1,0
Offer_1953800744,1,1,0,0,1,1,1,0
Offer_1645542827,1,1,0,0,1,1,1,0
Offer_950955692,1,1,0,0,1,1,1,0
Offer_2016963965,1,1,0,0,1,1,1,0
Offer_1076638206,1,1,0,0,1,1,1,0
Offer_1257784192,1,1,0,1,1,1,1,1
Offer_313224913,1,1,0,1,1,1,1,1
Offer_536472581,1,1,0,1,1,1,1,1
Offer_1403643426,1,1,0,1,1,1,1,1
Offer_342250213,1,1,0,1,1,1,1,1
Offer_957051975,1,1,0,1,1,1,1,1
Offer_1348963260,1,1,0,1,1,1,1,1
Offer_1811152088,1,1,0,1,1,1,1,1
Offer_1855995797,1,1,0,0,1,1,1,0
Offer_2037078865,1,1,0,0,1,1,1,0
Offer_1036512142,1,1,0,0,1,1,1,0
Offer_754293191,1,1,0,0,1,1,1,0
Offer_736855326,1,1,0,0,1,1,1,0
Offer_1385373725,1,1,0,1,1,1,1,1
Offer_1425229664,1,1,0,1,1,1,1,1
Offer_1100934501,1,1,0,1,1,1,1,1
Offer_150265141,1,1,0,1,1,1,1,1
Offer_340226670,1,1,0,1,1,1,1,1
Offer_2034523956,1,1,0,1,1,1,1,1
Offer_899848532,1,1,0,1,1,1,1,1
Offer_1684390409,1,1,0,1,1,1,1,1
Offer_1427226083,1,1,0,1,1,1,1,1
Offer_1105144205,1,1,0,1,1,1,1,1
Offer_1064802775,1,1,0,1,1,1,1,1
Offer_740366750,1,1,0,1,1,1,1,1
Offer_1461882076,1,1,0,1,1,1,0,1
Offer_530944852,1,1,0,1,1,1,0,1
Offer_113655110,1,1,0,1,1,1,0,1
Offer_1247225108,1,1,0,0,1,1,1,0
Offer_29132228,1,1,0,0,1,1,1,0
Offer_378690596,1,1,0,0,1,1,1,0
Offer_1527442478,1,1,0,0,1,1,1,0
Offer_1312353566,1,1,0,0,1,1,1,0
Offer_1464067294,1,1,0,0,1,1,1,0
Offer_2131720130,1,1,0,0,1,1,1,0
Offer_1101752977,1,1,0,0,1,1,1,0
Offer_1247219798,1,1,0,0,1,1,1,0
Offer_31284682,1,1,0,0,1,1,1,0
Offer_380949149,1,1,1,0,1,1,0,0
Offer_330775744,1,1,1,0,1,1,0,0
Offer_18886932,1,1,1,0,1,1,0,0
Offer_477255353,1,1,1,0,1,1,0,0
Offer_344145207,1,1,0,0,1,1,1,0
Offer_956033624,1,1,0,0,1,1,1,0
Offer_18510494,1,1,0,0,1,1,1,0
Offer_1081858978,1,1,0,0,1,1,1,0
Offer_1406395010,1,1,0,0,1,1,1,0
Offer_1848645531,1,1,0,1,1,1,1,1
Offer_2038331085,1,1,0,1,1,1,1,1
Offer_1391414485,1,1,0,1,1,1,1,1
Offer_1606232253,1,1,0,1,1,1,1,1
Offer_691913704,1,1,0,1,1,1,1,1
Offer_906760030,1,1,0,1,1,1,1,1
Offer_156607389,1,1,0,1,1,1,1,1
Offer_193190555,1,1,0,1,1,1,1,1
Offer_586436590,1,1,0,0,1,1,1,0
Offer_1045661155,1,1,0,0,1,1,1,0
Offer_898144611,1,1,0,0,1,1,1,0
Offer_1812369448,1,1,0,0,1,1,1,0
Offer_1530147245,1,1,0,0,1,1,1,0
Offer_1817240542,1,1,0,1,1,1,1,1
Offer_2128161557,1,1,0,1,1,1,1,1
Offer_1995904025,1,1,0,1,1,1,1,1
Offer_1974566073,1,1,0,1,1,1,1,1
Offer_158118763,1,1,0,0,1,1,1,0
Offer_711773883,1,1,0,0,1,1,1,0
Offer_587813145,1,1,0,0,1,1,1,0
Offer_300974663,1,1,0,0,1,1,1,0
Offer_916340243,1,1,0,0,1,1,1,0
Offer_1240545254,1,1,0,0,1,1,1,0
Offer_1345717143,1,1,0,0,1,1,1,0
Offer_1670203235,1,1,0,0,1,1,1,0
Offer_1453192384,1,1,0,0,1,1,1,0
Offer_1238156930,1,1,0,0,1,1,1,0
Offer_1987769083,1,1,0,1,1,1,1,1
Offer_1669109278,1,1,0,1,1,1,1,1
Offer_1793788996,1,1,0,1,1,1,1,1
Offer_1604079475,1,1,0,1,1,1,1,1
Offer_904709769,1,1,0,1,1,1,1,1
Offer_1455206128,1,1,0,1,1,1,1,1
Offer_806720726,1,1,0,1,1,1,1,1
Offer_1669910224,1,1,0,1,1,1,1,1
Offer_1792901915,1,1,0,1,1,1,1,1
Offer_1981941745,1,1,0,1,1,1,1,1
Offer_1961073345,1,1,0,1,1,1,1,1
Offer_1605038327,1,1,0,1,1,1,1,1
Offer_690931538,1,1,0,1,1,1,1,1
Offer_1985766747,1,1,0,1,1,1,1,1
Offer_1029680443,1,1,0,1,1,1,1,1
Offer_236243126,1,1,0,1,1,1,1,1
Offer_1402140939,1,1,0,1,1,1,1,1
Offer_1058022913,1,1,0,1,1,1,1,1
Offer_702770077,1,1,0,1,1,1,1,1
Offer_1052285749,1,1,0,1,1,1,1,1
Offer_2034147141,1,1,0,1,1,1,1,1
Offer_1819292213,1,1,0,0,1,1,1,0
Offer_1561858667,1,1,0,0,1,1,1,0
Offer_1776585564,1,1,0,0,1,1,1,0
Offer_1033049740,1,1,0,0,1,1,1,0
Offer_708817919,1,1,0,0,1,1,1,0
Offer_589044467,1,1,0,0,1,1,1,0
Offer_1089906734,1,1,0,0,1,1,1,0
Offer_24572419,1,1,0,0,1,1,1,0
Offer_165489432,1,1,0,0,1,1,1,0
Offer_1349200276,1,1,0,0,1,1,1,0
Offer_1673511920,1,1,0,1,1,1,1,1
Offer_2040159116,1,1,0,1,1,1,1,1
Offer_860591231,1,1,0,1,1,1,1,1
Offer_1976684703,1,1,0,1,1,1,1,1
Offer_912506687,1,1,0,1,1,1,1,1
Offer_1093443432,1,1,0,1,1,1,1,1
Offer_1340751644,1,1,0,1,1,1,1,1
Offer_1523253902,1,1,0,1,1,1,1,1
Offer_1448543139,1,1,0,1,1,1,1,1
Offer_1090685109,1,1,0,1,1,1,1,1
Offer_413413006,1,1,0,1,1,1,1,1
Offer_1520270720,1,1,0,1,1,1,1,1
Offer_589498601,1,1,0,0,1,1,1,0
Offer_365984336,1,1,0,0,1,1,1,0
Offer_1235764154,1,1,0,0,1,1,1,0
Offer_1454744694,1,1,0,0,1,1,1,0
Offer_2121387754,1,1,0,0,1,1,1,0
Offer_806017822,1,1,0,1,1,1,1,1
Offer_1526358217,1,1,0,1,1,1,1,1
Offer_595156008,1,1,0,1,1,1,1,1
Offer_372390369,1,1,0,1,1,1,1,1
Offer_53221345,1,1,0,0,1,1,1,0
Offer_276562926,1,1,0,0,1,1,1,0
Offer_592557664,1,1,0,0,1,1,1,0
Offer_170179582,1,1,0,0,1,1,1,0
Offer_260325554,1,1,0,0,1,1,1,0
Offer_1037250024,1,1,0,0,1,1,1,0
Offer_1395243130,1,1,0,0,1,1,1,0
Offer_1551167005,1,1,0,0,1,1,1,0
Offer_1775933707,1,1,0,0,1,1,1,0
Offer_584441677,1,1,0,0,1,1,1,0
Offer_908877938,1,1,0,0,1,1,1,0
Offer_48233384,1,1,0,0,1,1,1,0
Offer_275994055,1,1,0,0,1,1,1,0
Offer_421214401,1,1,0,0,1,1,1,0
Offer_54576679,1,1,0,0,1,1,1,0
Offer_1047595687,1,1,0,1,1,1,1,1
Offer_858161327,1,1,0,1,1,1,1,1
Offer_1544702202,1,1,0,1,1,1,1,1
Offer_1848145208,1,1,0,1,1,1,1,1
Offer_2122435231,1,1,0,0,1,1,1,0
Offer_1350834328,1,1,0,0,1,1,1,0
Offer_1540479855,1,1,0,0,1,1,1,0
Offer_446551624,1,1,0,0,1,1,1,0
Offer_766922387,1,1,0,0,1,1,1,0
Offer_252815891,1,1,0,1,1,1,1,1
Offer_644452464,1,1,0,1,1,1,1,1
Offer_626619592,1,1,0,1,1,1,1,1
Offer_1018289022,1,1,0,1,1,1,1,1
Offer_663105818,1,1,0,0,1,1,1,0
Offer_1451468408,1,1,0,0,1,1,1,0
Offer_1362952465,1,1,0,0,1,1,1,0
Offer_1546525373,1,1,0,0,1,1,1,0
Offer_1770058491,1,1,0,0,1,1,1,0
Offer_877438190,1,1,0,1,1,1,1,1
Offer_415492331,1,1,0,1,1,1,1,1
Offer_515367450,1,1,0,1,1,1,1,1
Offer_1379049416,1,1,0,1,1,1,1,1
Offer_1850166711,1,1,0,1,1,1,1,1
Offer_2095754202,1,1,0,0,1,1,1,0
Offer_1812753870,1,1,0,0,1,1,1,0
Offer_1463154156,1,1,0,0,1,1,1,0
Offer_1889565384,1,1,0,0,1,1,1,0
Offer_1516540359,1,1,0,0,1,1,1,0
Offer_1577882714,1,1,0,0,1,1,1,0
Offer_1962998865,1,1,0,0,1,1,1,0
Offer_1130457863,1,1,0,0,1,1,1,0
Offer_806782210,1,1,0,0,1,1,1,0
Offer_297527357,1,1,0,0,1,1,1,0
Offer_52163323,1,1,0,1,1,1,1,1
Offer_1884929478,1,1,0,1,1,1,1,1
Offer_442624398,1,1,0,1,1,1,1,1
Offer_1778208709,1,1,0,1,1,1,1,1
Offer_1967697991,1,1,0,0,1,1,1,0
Offer_1125936025,1,1,0,0,1,1,1,0
Offer_801377499,1,1,0,0,1,1,1,0
Offer_1758133363,1,1,0,0,1,1,1,0
Offer_1433745075,1,1,0,0,1,1,1,0
Offer_1629562724,1,1,0,1,1,1,0,1
Offer_765226858,1,1,0,1,1,1,0,1
Offer_262982197,1,1,0,1,1,1,0,1
Offer_1396828683,1,1,0,0,1,1,1,0
Offer_638332507,1,1,0,0,1,1,1,0
Offer_448669881,1,1,0,0,1,1,1,0
Offer_1021556446,1,1,0,0,1,1,1,0
Offer_1346036695,1,1,0,0,1,1,1,0
Offer_1443911524,1,1,0,1,1,1,1,1
Offer_917421916,1,1,0,1,1,1,1,1
Offer_1890137330,1,1,0,1,1,1,1,1
Offer_1667048701,1,1,0,1,1,1,1,1
Offer_295697841,1,1,0,0,1,1,1,0
Offer_476928507,1,1,0,0,1,1,1,0
Offer_1011604399,1,1,0,0,1,1,1,0
Offer_870274565,1,1,0,0,1,1,1,0
Offer_512264605,1,1,0,0,1,1,1,0
Offer_705245101,1,1,0,0,1,1,1,0
Offer_1228307881,1,1,0,0,1,1,1,0
Offer_212981795,1,1,0,0,1,1,1,0
Offer_1546116391,1,1,0,0,1,1,1,0
