,caseid,activity,ts,resource,outcome
5892,Offer_2146771547,O_Created,2016/01/18 19:10:29.740,User_75,True
5893,Offer_2146771547,O_Cancelled,2016/01/18 23:33:49.737,User_19,True
5894,Offer_283666605,O_Create Offer,2016/01/18 19:15:16.367,User_25,True
5895,Offer_283666605,O_Created,2016/01/18 19:15:17.621,User_25,True
5896,Offer_283666605,O_Sent (mail and online),2016/01/18 19:16:34.022,User_25,True
5897,Offer_283666605,O_Cancelled,2016/01/23 01:07:00.404,User_115,True
5898,Offer_1591661483,O_Create Offer,2016/01/18 19:15:36.839,User_25,True
5899,Offer_1591661483,O_Created,2016/01/18 19:15:38.124,User_25,True
5900,Offer_1591661483,O_Sent (mail and online),2016/01/18 19:16:34.019,User_25,True
5901,Offer_1591661483,O_Cancelled,2016/01/23 01:07:00.396,User_115,True
5902,Offer_932370624,O_Create Offer,2016/01/18 19:17:04.637,User_49,True
5903,Offer_932370624,O_Created,2016/01/18 19:17:05.774,User_49,True
5904,Offer_932370624,O_Sent (mail and online),2016/01/18 19:18:25.270,User_49,True
5905,Offer_932370624,O_Cancelled,2016/02/22 15:45:23.943,User_118,True
5906,Offer_68961973,O_Create Offer,2016/01/18 19:17:47.981,User_28,True
5907,Offer_68961973,O_Created,2016/01/18 19:17:49.202,User_28,True
5908,Offer_68961973,O_Sent (mail and online),2016/01/18 19:18:33.441,User_28,True
5909,Offer_68961973,O_Cancelled,2016/02/18 16:00:32.948,User_1,True
5910,Offer_1014177196,O_Create Offer,2016/01/18 19:24:41.467,User_19,True
5911,Offer_1014177196,O_Created,2016/01/18 19:24:42.859,User_19,True
5912,Offer_1014177196,O_Sent (mail and online),2016/01/18 19:37:08.898,User_19,True
5913,Offer_1014177196,O_Cancelled,2016/03/04 16:00:28.336,User_1,True
5914,Offer_717186014,O_Create Offer,2016/01/18 19:24:46.869,User_3,True
5915,Offer_717186014,O_Created,2016/01/18 19:24:48.365,User_3,True
5916,Offer_717186014,O_Sent (mail and online),2016/01/18 19:25:31.705,User_3,True
5917,Offer_717186014,O_Returned,2016/02/03 23:26:54.596,User_117,True
5918,Offer_717186014,O_Cancelled,2016/02/05 19:40:08.807,User_49,True
5919,Offer_365389624,O_Create Offer,2016/01/18 19:25:57.598,User_19,False
5920,Offer_365389624,O_Created,2016/01/18 19:25:58.911,User_19,False
5921,Offer_365389624,O_Cancelled,2016/01/18 19:34:42.074,User_19,False
5922,Offer_285108194,O_Create Offer,2016/01/18 19:26:26.520,User_14,False
5923,Offer_285108194,O_Created,2016/01/18 19:26:27.736,User_14,False
5924,Offer_285108194,O_Sent (mail and online),2016/01/18 19:29:43.922,User_14,False
5925,Offer_285108194,O_Returned,2016/02/03 23:59:10.290,User_118,False
5926,Offer_285108194,O_Cancelled,2016/04/21 16:56:54.757,User_2,False
5927,Offer_511643484,O_Create Offer,2016/01/18 19:33:32.980,User_21,True
5928,Offer_511643484,O_Created,2016/01/18 19:33:34.213,User_21,True
5929,Offer_511643484,O_Sent (mail and online),2016/01/18 19:34:03.709,User_21,True
5930,Offer_511643484,O_Cancelled,2016/01/18 19:36:12.308,User_21,True
5931,Offer_937133463,O_Create Offer,2016/01/18 19:35:19.465,User_19,True
5932,Offer_937133463,O_Created,2016/01/18 19:35:21.017,User_19,True
5933,Offer_937133463,O_Sent (mail and online),2016/01/18 19:37:08.896,User_19,True
5934,Offer_937133463,O_Cancelled,2016/03/04 16:00:28.316,User_1,True
5935,Offer_2134229854,O_Create Offer,2016/01/18 19:40:08.851,User_21,True
5936,Offer_2134229854,O_Created,2016/01/18 19:40:10.277,User_21,True
5937,Offer_2134229854,O_Sent (mail and online),2016/01/18 19:40:23.522,User_21,True
5938,Offer_2134229854,O_Returned,2016/02/01 22:33:41.042,User_116,True
5939,Offer_2134229854,O_Cancelled,2016/02/04 18:08:17.504,User_87,True
5940,Offer_320425669,O_Create Offer,2016/01/18 19:46:39.426,User_3,True
5941,Offer_320425669,O_Created,2016/01/18 19:46:40.760,User_3,True
5942,Offer_320425669,O_Sent (mail and online),2016/01/18 19:46:56.161,User_3,True
5943,Offer_320425669,O_Cancelled,2016/01/28 18:49:21.999,User_112,True
5944,Offer_1251153250,O_Create Offer,2016/01/18 19:51:33.420,User_28,True
5945,Offer_1251153250,O_Created,2016/01/18 19:51:34.555,User_28,True
5946,Offer_1251153250,O_Sent (mail and online),2016/01/18 19:52:18.834,User_28,True
5947,Offer_1251153250,O_Returned,2016/01/25 19:12:46.208,User_112,True
5948,Offer_1251153250,O_Accepted,2016/01/25 22:18:29.140,User_95,True
5949,Offer_1811304847,O_Create Offer,2016/01/18 19:54:00.469,User_21,True
5950,Offer_1811304847,O_Created,2016/01/18 19:54:01.831,User_21,True
5951,Offer_1811304847,O_Cancelled,2016/01/18 19:59:04.775,User_21,True
5952,Offer_1400934851,O_Create Offer,2016/01/18 19:55:31.145,User_3,True
5953,Offer_1400934851,O_Created,2016/01/18 19:55:32.618,User_3,True
5954,Offer_1400934851,O_Sent (mail and online),2016/01/18 19:55:45.206,User_3,True
5955,Offer_1400934851,O_Returned,2016/01/22 19:49:45.028,User_120,True
5956,Offer_1400934851,O_Accepted,2016/01/26 00:19:07.542,User_95,True
5957,Offer_1210981349,O_Create Offer,2016/01/18 20:03:27.072,User_21,True
5958,Offer_1210981349,O_Created,2016/01/18 20:03:28.324,User_21,True
5959,Offer_1210981349,O_Sent (mail and online),2016/01/18 20:04:19.230,User_21,True
5960,Offer_1210981349,O_Returned,2016/01/29 19:18:02.086,User_117,True
5961,Offer_1210981349,O_Accepted,2016/02/05 00:29:14.540,User_95,True
5962,Offer_515182439,O_Create Offer,2016/01/18 20:07:29.499,User_85,False
5963,Offer_515182439,O_Created,2016/01/18 20:07:30.771,User_85,False
5964,Offer_515182439,O_Sent (mail and online),2016/01/18 20:09:04.056,User_85,False
5965,Offer_515182439,O_Returned,2016/01/26 23:06:28.978,User_112,False
5966,Offer_515182439,O_Accepted,2016/01/27 00:15:41.222,User_115,False
5967,Offer_137452745,O_Create Offer,2016/01/18 20:13:38.700,User_13,True
5968,Offer_137452745,O_Created,2016/01/18 20:13:39.871,User_13,True
5969,Offer_137452745,O_Sent (mail and online),2016/01/18 20:23:01.429,User_13,True
5970,Offer_137452745,O_Cancelled,2016/02/29 16:01:08.445,User_1,True
5971,Offer_945212843,O_Create Offer,2016/01/18 20:14:27.243,User_13,True
5972,Offer_945212843,O_Created,2016/01/18 20:14:28.728,User_13,True
5973,Offer_945212843,O_Cancelled,2016/01/18 20:20:41.065,User_13,True
5974,Offer_325805089,O_Create Offer,2016/01/18 20:15:54.643,User_85,True
5975,Offer_325805089,O_Created,2016/01/18 20:15:55.827,User_85,True
5976,Offer_325805089,O_Sent (mail and online),2016/01/18 20:16:21.107,User_85,True
5977,Offer_325805089,O_Returned,2016/01/25 22:29:26.884,User_112,True
5978,Offer_325805089,O_Accepted,2016/02/01 18:54:47.947,User_75,True
5979,Offer_1254697577,O_Create Offer,2016/01/18 20:18:17.727,User_3,True
5980,Offer_1254697577,O_Created,2016/01/18 20:18:19.060,User_3,True
5981,Offer_1254697577,O_Sent (mail and online),2016/01/18 20:18:31.089,User_3,True
5982,Offer_1254697577,O_Returned,2016/01/25 19:33:53.576,User_112,True
5983,Offer_1254697577,O_Accepted,2016/01/25 23:53:24.732,User_29,True
5984,Offer_757266274,O_Create Offer,2016/01/18 20:20:49.745,User_31,False
5985,Offer_757266274,O_Created,2016/01/18 20:20:51.037,User_31,False
5986,Offer_757266274,O_Sent (mail and online),2016/01/18 20:22:33.286,User_31,False
5987,Offer_757266274,O_Refused,2016/01/20 23:52:01.581,User_43,False
5988,Offer_1953937028,O_Create Offer,2016/01/18 20:25:07.305,User_49,True
5989,Offer_1953937028,O_Created,2016/01/18 20:25:08.537,User_49,True
5990,Offer_1953937028,O_Sent (mail and online),2016/01/18 20:27:59.870,User_49,True
5991,Offer_1953937028,O_Cancelled,2016/01/25 20:10:58.020,User_14,True
5992,Offer_2008840245,O_Create Offer,2016/01/18 20:31:42.409,User_3,False
5993,Offer_2008840245,O_Created,2016/01/18 20:31:43.515,User_3,False
5994,Offer_2008840245,O_Sent (mail and online),2016/01/18 20:31:55.956,User_3,False
5995,Offer_2008840245,O_Returned,2016/01/28 18:16:53.575,User_116,False
5996,Offer_2008840245,O_Accepted,2016/01/29 00:24:50.966,User_95,False
5997,Offer_1216458521,O_Create Offer,2016/01/18 20:36:55.015,User_13,False
5998,Offer_1216458521,O_Created,2016/01/18 20:36:56.303,User_13,False
5999,Offer_1216458521,O_Sent (mail and online),2016/01/18 20:37:10.158,User_13,False
6000,Offer_1216458521,O_Returned,2016/02/04 18:39:32.132,User_116,False
6001,Offer_1216458521,O_Cancelled,2016/02/15 22:12:20.802,User_112,False
6002,Offer_1776811892,O_Create Offer,2016/01/18 20:37:03.072,User_19,True
6003,Offer_1776811892,O_Created,2016/01/18 20:37:04.257,User_19,True
6004,Offer_1776811892,O_Sent (mail and online),2016/01/18 20:39:18.180,User_19,True
6005,Offer_1776811892,O_Cancelled,2016/02/18 16:00:50.379,User_1,True
6006,Offer_1435595287,O_Create Offer,2016/01/18 20:41:01.532,User_21,True
6007,Offer_1435595287,O_Created,2016/01/18 20:41:02.956,User_21,True
6008,Offer_1435595287,O_Sent (mail and online),2016/01/18 20:41:23.179,User_21,True
6009,Offer_1435595287,O_Cancelled,2016/02/02 00:53:53.341,User_75,True
6010,Offer_1431227791,O_Create Offer,2016/01/18 20:43:20.062,User_25,False
6011,Offer_1431227791,O_Created,2016/01/18 20:43:21.274,User_25,False
6012,Offer_1431227791,O_Sent (mail and online),2016/01/18 20:43:46.351,User_25,False
6013,Offer_1431227791,O_Returned,2016/01/25 22:51:31.520,User_119,False
6014,Offer_1431227791,O_Accepted,2016/01/29 17:06:39.486,User_68,False
6015,Offer_1085766675,O_Create Offer,2016/01/18 20:48:10.258,User_49,False
6016,Offer_1085766675,O_Created,2016/01/18 20:48:11.489,User_49,False
6017,Offer_1085766675,O_Cancelled,2016/01/18 21:08:15.812,User_49,False
6018,Offer_566072077,O_Create Offer,2016/01/18 20:56:25.475,User_19,True
6019,Offer_566072077,O_Created,2016/01/18 20:56:26.698,User_19,True
6020,Offer_566072077,O_Sent (mail and online),2016/01/18 20:56:37.967,User_19,True
6021,Offer_566072077,O_Returned,2016/01/23 01:01:26.311,User_119,True
6022,Offer_566072077,O_Accepted,2016/01/26 22:45:12.928,User_99,True
6023,Offer_720595948,O_Create Offer,2016/01/18 21:04:40.501,User_3,True
6024,Offer_720595948,O_Created,2016/01/18 21:04:41.739,User_3,True
6025,Offer_720595948,O_Sent (mail and online),2016/01/18 21:04:57.519,User_3,True
6026,Offer_720595948,O_Returned,2016/01/25 20:00:11.620,User_119,True
6027,Offer_720595948,O_Accepted,2016/01/27 17:04:07.735,User_115,True
6028,Offer_1919388815,O_Create Offer,2016/01/18 21:11:08.351,User_49,False
6029,Offer_1919388815,O_Created,2016/01/18 21:11:09.620,User_49,False
6030,Offer_1919388815,O_Sent (mail and online),2016/01/18 21:11:21.790,User_49,False
6031,Offer_1919388815,O_Returned,2016/02/01 18:37:57.873,User_118,False
6032,Offer_1919388815,O_Accepted,2016/02/02 00:23:09.715,User_95,False
6033,Offer_1434916920,O_Create Offer,2016/01/18 21:15:28.984,User_27,True
6034,Offer_1434916920,O_Created,2016/01/18 21:15:30.538,User_27,True
6035,Offer_1434916920,O_Sent (mail and online),2016/01/18 21:16:24.358,User_27,True
6036,Offer_1434916920,O_Cancelled,2016/02/29 16:01:32.108,User_1,True
6037,Offer_1784268364,O_Create Offer,2016/01/18 21:17:53.529,User_19,True
6038,Offer_1784268364,O_Created,2016/01/18 21:17:54.745,User_19,True
6039,Offer_1784268364,O_Sent (mail and online),2016/01/18 21:19:07.001,User_19,True
6040,Offer_1784268364,O_Returned,2016/01/29 20:08:04.555,User_117,True
6041,Offer_1784268364,O_Cancelled,2016/02/08 18:01:23.391,User_49,True
6042,Offer_2135653060,O_Create Offer,2016/01/18 21:20:36.793,User_35,False
6043,Offer_2135653060,O_Created,2016/01/18 21:20:38.031,User_35,False
6044,Offer_2135653060,O_Sent (mail and online),2016/01/18 21:20:49.403,User_35,False
6045,Offer_2135653060,O_Returned,2016/01/27 18:11:28.247,User_116,False
6046,Offer_2135653060,O_Accepted,2016/02/02 00:37:43.351,User_99,False
6047,Offer_1084610220,O_Create Offer,2016/01/18 21:24:56.347,User_85,True
6048,Offer_1084610220,O_Created,2016/01/18 21:24:57.618,User_85,True
6049,Offer_1084610220,O_Sent (mail and online),2016/01/18 21:25:08.637,User_85,True
6050,Offer_1084610220,O_Returned,2016/01/25 21:51:49.708,User_117,True
6051,Offer_1084610220,O_Accepted,2016/02/04 19:57:14.449,User_115,True
6052,Offer_1425920939,O_Create Offer,2016/01/18 21:29:34.675,User_49,False
6053,Offer_1425920939,O_Created,2016/01/18 21:29:35.986,User_49,False
6054,Offer_1425920939,O_Sent (mail and online),2016/01/18 21:30:08.108,User_49,False
6055,Offer_1425920939,O_Cancelled,2016/02/18 16:00:27.539,User_1,False
6056,Offer_1209188807,O_Create Offer,2016/01/18 21:33:48.188,User_19,False
6057,Offer_1209188807,O_Created,2016/01/18 21:33:49.782,User_19,False
6058,Offer_1209188807,O_Sent (mail and online),2016/01/18 21:35:24.560,User_19,False
6059,Offer_1209188807,O_Returned,2016/01/22 17:07:06.292,User_120,False
6060,Offer_1209188807,O_Accepted,2016/01/22 22:28:32.620,User_68,False
6061,Offer_1584708146,O_Create Offer,2016/01/18 21:45:37.104,User_27,True
6062,Offer_1584708146,O_Created,2016/01/18 21:45:38.434,User_27,True
6063,Offer_1584708146,O_Sent (mail and online),2016/01/18 21:46:14.017,User_27,True
6064,Offer_1584708146,O_Returned,2016/01/25 19:03:25.995,User_118,True
6065,Offer_1584708146,O_Refused,2016/01/25 23:48:27.419,User_30,True
6066,Offer_932073703,O_Create Offer,2016/01/18 21:51:46.473,User_13,True
6067,Offer_932073703,O_Created,2016/01/18 21:51:48.251,User_13,True
6068,Offer_932073703,O_Sent (mail and online),2016/01/18 21:52:01.970,User_13,True
6069,Offer_932073703,O_Cancelled,2016/01/20 20:46:19.339,User_115,True
6070,Offer_1389045393,O_Create Offer,2016/01/18 21:52:33.470,User_35,True
6071,Offer_1389045393,O_Created,2016/01/18 21:52:34.633,User_35,True
6072,Offer_1389045393,O_Sent (mail and online),2016/01/18 21:52:46.992,User_35,True
6073,Offer_1389045393,O_Cancelled,2016/02/18 16:00:51.515,User_1,True
6074,Offer_70705553,O_Create Offer,2016/01/18 21:55:34.456,User_7,True
6075,Offer_70705553,O_Created,2016/01/18 21:55:35.697,User_7,True
6076,Offer_70705553,O_Sent (mail and online),2016/01/18 22:01:16.517,User_7,True
6077,Offer_70705553,O_Returned,2016/01/19 23:29:48.496,User_118,True
6078,Offer_70705553,O_Accepted,2016/01/21 21:50:51.231,User_87,True
6079,Offer_709123763,O_Create Offer,2016/01/18 22:01:04.574,User_25,True
6080,Offer_709123763,O_Created,2016/01/18 22:01:06.265,User_25,True
6081,Offer_709123763,O_Sent (mail and online),2016/01/18 22:02:28.781,User_25,True
6082,Offer_709123763,O_Returned,2016/01/21 16:53:31.418,User_118,True
6083,Offer_709123763,O_Accepted,2016/01/23 01:07:00.378,User_115,True
6084,Offer_365230537,O_Create Offer,2016/01/18 22:01:05.710,User_13,False
6085,Offer_365230537,O_Created,2016/01/18 22:01:07.269,User_13,False
6086,Offer_365230537,O_Sent (mail and online),2016/01/18 22:02:09.767,User_13,False
6087,Offer_365230537,O_Cancelled,2016/02/18 16:00:40.702,User_1,False
6088,Offer_293610461,O_Create Offer,2016/01/18 22:13:02.705,User_35,True
6089,Offer_293610461,O_Created,2016/01/18 22:13:03.924,User_35,True
6090,Offer_293610461,O_Sent (mail and online),2016/01/18 22:13:20.135,User_35,True
6091,Offer_293610461,O_Returned,2016/01/22 17:40:03.739,User_120,True
6092,Offer_293610461,O_Accepted,2016/01/27 22:52:16.411,User_30,True
6093,Offer_367688238,O_Create Offer,2016/01/18 22:21:49.529,User_2,True
6094,Offer_367688238,O_Created,2016/01/18 22:21:50.992,User_2,True
6095,Offer_367688238,O_Sent (online only),2016/01/18 22:23:27.199,User_2,True
6096,Offer_367688238,O_Returned,2016/01/18 23:16:24.274,User_119,True
6097,Offer_367688238,O_Accepted,2016/01/19 00:11:06.131,User_99,True
6098,Offer_43267510,O_Create Offer,2016/01/18 22:25:39.042,User_49,True
6099,Offer_43267510,O_Created,2016/01/18 22:25:40.504,User_49,True
6100,Offer_43267510,O_Sent (mail and online),2016/01/18 22:26:04.629,User_49,True
6101,Offer_43267510,O_Cancelled,2016/02/29 16:01:22.679,User_1,True
6102,Offer_729757876,O_Create Offer,2016/01/18 22:36:03.192,User_85,False
6103,Offer_729757876,O_Created,2016/01/18 22:36:04.361,User_85,False
6104,Offer_729757876,O_Sent (online only),2016/01/18 22:38:01.213,User_85,False
6105,Offer_729757876,O_Cancelled,2016/02/18 16:00:54.128,User_1,False
6106,Offer_540506471,O_Create Offer,2016/01/18 22:41:43.019,User_7,False
6107,Offer_540506471,O_Created,2016/01/18 22:41:44.198,User_7,False
6108,Offer_540506471,O_Sent (mail and online),2016/01/18 22:42:08.854,User_7,False
6109,Offer_540506471,O_Returned,2016/01/22 20:56:45.173,User_120,False
6110,Offer_540506471,O_Accepted,2016/01/30 01:04:37.057,User_29,False
6111,Offer_1380601588,O_Create Offer,2016/01/18 22:42:46.065,User_2,True
6112,Offer_1380601588,O_Created,2016/01/18 22:42:47.416,User_2,True
6113,Offer_1380601588,O_Sent (online only),2016/01/18 22:45:40.209,User_2,True
6114,Offer_1380601588,O_Cancelled,2016/02/02 00:22:07.550,User_41,True
6115,Offer_1595338192,O_Create Offer,2016/01/18 22:43:04.171,User_5,False
6116,Offer_1595338192,O_Created,2016/01/18 22:43:05.360,User_5,False
6117,Offer_1595338192,O_Sent (mail and online),2016/01/18 22:43:16.541,User_5,False
6118,Offer_1595338192,O_Cancelled,2016/03/18 16:00:56.792,User_1,False
6119,Offer_2013200330,O_Create Offer,2016/01/18 22:44:25.407,User_35,True
6120,Offer_2013200330,O_Created,2016/01/18 22:44:26.941,User_35,True
6121,Offer_2013200330,O_Sent (mail and online),2016/01/18 22:44:38.288,User_35,True
6122,Offer_2013200330,O_Cancelled,2016/01/19 00:45:57.194,User_31,True
6123,Offer_2066915961,O_Create Offer,2016/01/18 22:45:17.287,User_117,True
6124,Offer_2066915961,O_Created,2016/01/18 22:45:18.652,User_117,True
6125,Offer_2066915961,O_Sent (mail and online),2016/01/18 22:45:35.203,User_117,True
6126,Offer_2066915961,O_Returned,2016/01/21 17:35:31.842,User_118,True
6127,Offer_2066915961,O_Accepted,2016/01/21 21:40:50.585,User_115,True
6128,Offer_1884887795,O_Create Offer,2016/01/18 22:47:29.432,User_13,False
6129,Offer_1884887795,O_Created,2016/01/18 22:47:30.571,User_13,False
6130,Offer_1884887795,O_Sent (mail and online),2016/01/18 22:48:00.679,User_13,False
6131,Offer_1884887795,O_Returned,2016/01/22 21:07:23.671,User_119,False
6132,Offer_1884887795,O_Accepted,2016/01/26 18:45:06.505,User_75,False
6133,Offer_1560577761,O_Create Offer,2016/01/18 22:50:22.584,User_49,True
6134,Offer_1560577761,O_Created,2016/01/18 22:50:23.799,User_49,True
6135,Offer_1560577761,O_Sent (mail and online),2016/01/18 22:50:35.363,User_49,True
6136,Offer_1560577761,O_Returned,2016/01/25 21:37:24.452,User_112,True
6137,Offer_1560577761,O_Cancelled,2016/01/26 16:56:19.875,User_2,True
6138,Offer_1778123656,O_Create Offer,2016/01/18 22:53:59.037,User_3,True
6139,Offer_1778123656,O_Created,2016/01/18 22:54:00.543,User_3,True
6140,Offer_1778123656,O_Sent (mail and online),2016/01/18 22:54:46.592,User_3,True
6141,Offer_1778123656,O_Cancelled,2016/02/01 18:22:11.241,User_75,True
6142,Offer_2102897080,O_Create Offer,2016/01/18 22:54:02.101,User_19,True
6143,Offer_2102897080,O_Created,2016/01/18 22:54:03.426,User_19,True
6144,Offer_2102897080,O_Sent (mail and online),2016/01/18 22:57:31.261,User_19,True
6145,Offer_2102897080,O_Cancelled,2016/02/29 16:03:17.591,User_1,True
6146,Offer_1145840800,O_Create Offer,2016/01/18 22:54:36.367,User_19,True
6147,Offer_1145840800,O_Created,2016/01/18 22:54:37.972,User_19,True
6148,Offer_1145840800,O_Sent (mail and online),2016/01/18 22:57:31.257,User_19,True
6149,Offer_1145840800,O_Cancelled,2016/02/29 16:03:17.583,User_1,True
6150,Offer_1335403994,O_Create Offer,2016/01/18 22:58:15.350,User_13,False
6151,Offer_1335403994,O_Created,2016/01/18 22:58:16.829,User_13,False
6152,Offer_1335403994,O_Sent (mail and online),2016/01/18 22:58:42.413,User_13,False
6153,Offer_1335403994,O_Returned,2016/02/01 19:13:28.687,User_112,False
6154,Offer_1335403994,O_Refused,2016/02/03 18:42:45.948,User_30,False
6155,Offer_533510684,O_Create Offer,2016/01/18 23:01:52.332,User_27,False
6156,Offer_533510684,O_Created,2016/01/18 23:01:53.560,User_27,False
6157,Offer_533510684,O_Sent (mail and online),2016/01/18 23:02:06.077,User_27,False
6158,Offer_533510684,O_Returned,2016/01/21 17:48:08.539,User_112,False
6159,Offer_533510684,O_Refused,2016/01/25 19:52:16.870,User_90,False
6160,Offer_857041087,O_Create Offer,2016/01/18 23:14:46.763,User_19,False
6161,Offer_857041087,O_Created,2016/01/18 23:14:47.980,User_19,False
6162,Offer_857041087,O_Sent (mail and online),2016/01/18 23:15:22.662,User_19,False
6163,Offer_857041087,O_Returned,2016/01/21 18:07:03.765,User_119,False
6164,Offer_857041087,O_Accepted,2016/01/22 19:58:01.715,User_75,False
6165,Offer_1881003260,O_Create Offer,2016/01/18 23:15:04.734,User_19,False
6166,Offer_1881003260,O_Created,2016/01/18 23:15:05.982,User_19,False
6167,Offer_1881003260,O_Sent (mail and online),2016/01/18 23:15:22.658,User_19,False
6168,Offer_1881003260,O_Cancelled,2016/01/22 19:58:01.739,User_75,False
6169,Offer_1434413385,O_Create Offer,2016/01/18 23:22:31.283,User_7,False
6170,Offer_1434413385,O_Created,2016/01/18 23:22:32.641,User_7,False
6171,Offer_1434413385,O_Sent (mail and online),2016/01/18 23:27:58.823,User_7,False
6172,Offer_1434413385,O_Returned,2016/02/17 19:18:43.924,User_118,False
6173,Offer_1434413385,O_Accepted,2016/02/25 18:20:19.695,User_30,False
6174,Offer_2106307166,O_Create Offer,2016/01/18 23:39:11.013,User_13,False
6175,Offer_2106307166,O_Created,2016/01/18 23:39:12.305,User_13,False
6176,Offer_2106307166,O_Sent (mail and online),2016/01/18 23:40:44.587,User_13,False
6177,Offer_2106307166,O_Returned,2016/02/03 17:00:47.965,User_113,False
6178,Offer_2106307166,O_Accepted,2016/02/06 01:06:41.563,User_114,False
6179,Offer_1149494336,O_Create Offer,2016/01/18 23:48:04.875,User_85,True
6180,Offer_1149494336,O_Created,2016/01/18 23:48:06.105,User_85,True
6181,Offer_1149494336,O_Sent (mail and online),2016/01/18 23:48:51.143,User_85,True
6182,Offer_1149494336,O_Cancelled,2016/03/03 16:01:20.042,User_1,True
6183,Offer_1339033645,O_Create Offer,2016/01/18 23:48:35.936,User_85,True
6184,Offer_1339033645,O_Created,2016/01/18 23:48:37.303,User_85,True
6185,Offer_1339033645,O_Sent (mail and online),2016/01/18 23:48:51.139,User_85,True
6186,Offer_1339033645,O_Cancelled,2016/03/03 16:01:20.026,User_1,True
6187,Offer_1595985595,O_Create Offer,2016/01/18 23:50:41.299,User_27,False
6188,Offer_1595985595,O_Created,2016/01/18 23:50:42.599,User_27,False
6189,Offer_1595985595,O_Sent (mail and online),2016/01/18 23:51:27.997,User_27,False
6190,Offer_1595985595,O_Cancelled,2016/02/29 16:01:50.386,User_1,False
6191,Offer_1785380490,O_Create Offer,2016/01/18 23:50:55.001,User_49,False
6192,Offer_1785380490,O_Created,2016/01/18 23:50:56.759,User_49,False
6193,Offer_1785380490,O_Sent (mail and online),2016/01/18 23:52:38.399,User_49,False
6194,Offer_1785380490,O_Refused,2016/01/27 17:27:20.689,User_21,False
6195,Offer_1108897743,O_Create Offer,2016/01/18 23:51:11.304,User_27,False
6196,Offer_1108897743,O_Created,2016/01/18 23:51:12.503,User_27,False
6197,Offer_1108897743,O_Sent (mail and online),2016/01/18 23:51:27.994,User_27,False
6198,Offer_1108897743,O_Cancelled,2016/02/29 16:01:50.378,User_1,False
6199,Offer_1837638448,O_Create Offer,2016/01/19 00:01:18.381,User_19,True
6200,Offer_1837638448,O_Created,2016/01/19 00:01:19.669,User_19,True
6201,Offer_1837638448,O_Sent (mail and online),2016/01/19 00:01:31.912,User_19,True
6202,Offer_1837638448,O_Returned,2016/01/19 20:16:49.787,User_118,True
6203,Offer_1837638448,O_Accepted,2016/01/22 15:50:02.726,User_109,True
6204,Offer_496190884,O_Create Offer,2016/01/19 00:04:48.675,User_27,False
6205,Offer_496190884,O_Created,2016/01/19 00:04:50.690,User_27,False
6206,Offer_496190884,O_Sent (mail and online),2016/01/19 00:05:25.094,User_27,False
6207,Offer_496190884,O_Cancelled,2016/02/29 16:01:49.366,User_1,False
6208,Offer_1206219125,O_Create Offer,2016/01/19 00:05:07.222,User_27,True
6209,Offer_1206219125,O_Created,2016/01/19 00:05:08.425,User_27,True
6210,Offer_1206219125,O_Sent (mail and online),2016/01/19 00:05:25.092,User_27,True
6211,Offer_1206219125,O_Cancelled,2016/02/29 16:01:49.357,User_1,True
6212,Offer_134587688,O_Create Offer,2016/01/19 00:10:21.372,User_2,False
6213,Offer_134587688,O_Created,2016/01/19 00:10:22.747,User_2,False
6214,Offer_134587688,O_Sent (online only),2016/01/19 00:10:47.650,User_2,False
6215,Offer_134587688,O_Cancelled,2016/01/20 19:19:10.256,User_29,False
6216,Offer_81269461,O_Create Offer,2016/01/19 00:13:03.008,User_35,False
6217,Offer_81269461,O_Created,2016/01/19 00:13:04.253,User_35,False
6218,Offer_81269461,O_Sent (mail and online),2016/01/19 00:13:32.596,User_35,False
6219,Offer_81269461,O_Returned,2016/01/27 16:37:04.656,User_113,False
6220,Offer_81269461,O_Refused,2016/02/03 21:27:22.459,User_68,False
6221,Offer_228766549,O_Create Offer,2016/01/19 00:22:58.570,User_5,True
6222,Offer_228766549,O_Created,2016/01/19 00:22:59.865,User_5,True
6223,Offer_228766549,O_Sent (mail and online),2016/01/19 00:23:21.527,User_5,True
6224,Offer_228766549,O_Returned,2016/02/04 00:26:48.256,User_117,True
6225,Offer_228766549,O_Accepted,2016/02/04 22:00:15.870,User_115,True
6226,Offer_578270800,O_Create Offer,2016/01/19 00:23:14.128,User_3,True
6227,Offer_578270800,O_Created,2016/01/19 00:23:16.455,User_3,True
6228,Offer_578270800,O_Sent (mail and online),2016/01/19 00:23:31.587,User_3,True
6229,Offer_578270800,O_Returned,2016/02/03 18:40:06.816,User_117,True
6230,Offer_578270800,O_Accepted,2016/02/08 15:37:14.626,User_113,True
6231,Offer_1112680476,O_Create Offer,2016/01/19 00:25:17.633,User_49,True
6232,Offer_1112680476,O_Created,2016/01/19 00:25:18.839,User_49,True
6233,Offer_1112680476,O_Sent (mail and online),2016/01/19 00:26:05.239,User_49,True
6234,Offer_1112680476,O_Cancelled,2016/03/03 16:01:32.830,User_1,True
6235,Offer_1240103270,O_Create Offer,2016/01/19 00:25:39.732,User_49,True
6236,Offer_1240103270,O_Created,2016/01/19 00:25:40.939,User_49,True
6237,Offer_1240103270,O_Sent (mail and online),2016/01/19 00:26:05.232,User_49,True
6238,Offer_1240103270,O_Cancelled,2016/03/03 16:01:32.821,User_1,True
